Year,State,Award Amount
2008,LA,121819
2008,LA,99238
2008,LA,203776
2008,LA,636792
2008,LA,208645
2008,LA,502142
2008,LA,339530
2008,LA,196288
2008,LA,380884
2008,LA,148109
2008,LA,157093
2008,LA,321948
2008,LA,489656
2008,LA,161320
2008,LA,538656
2008,LA,43327
2008,LA,490057
2008,LA,43864
2008,LA,481497
2008,LA,111884
2008,LA,109842
2008,LA,44343
2008,LA,128907
2008,LA,180870
2008,LA,2000000
2008,LA,166497
2008,LA,208528
2008,LA,80134
2008,LA,144622
2008,LA,163257
2008,LA,79735
2008,LA,68431
2008,LA,570084
2008,LA,50000
2008,LA,479078
2008,LA,94405
2008,LA,381216
2008,LA,147993
2008,LA,1250052
2008,LA,87978
2008,LA,162469
2008,LA,136221
2008,LA,61490
2008,LA,252159
2008,LA,1127237
2008,LA,263208
2008,LA,113344
2008,LA,85073
2008,LA,906748
2008,LA,197400
2008,LA,166902
2008,LA,33944
2008,LA,145268
2008,LA,176400
2008,LA,62133
2008,LA,161481
2008,LA,125200
2008,LA,301902
2008,LA,361920
2008,LA,220800
2008,LA,85599
2008,LA,324101
2008,LA,197204
2008,LA,102864
2008,LA,83727
2008,LA,93689
2008,LA,144868
2008,LA,91536
2008,LA,46292
2008,LA,177563
2008,LA,39900
2008,LA,122794
2008,LA,431216
2008,LA,135657
2008,LA,97334
2008,LA,93164
2008,LA,105306
2008,LA,262821
2008,LA,63418
2008,LA,88673
2008,LA,63661
2008,LA,21000
2008,LA,35401
2008,LA,64496
2008,LA,100533
2008,LA,67998
2008,LA,136941
2008,LA,33040
2008,LA,97520
2008,LA,129868
2008,LA,59583
2008,LA,166213
2008,LA,114499
2008,LA,233216
2008,LA,146178
2008,LA,176613
2008,LA,72905
2008,LA,66940
2008,LA,62092
2008,LA,35087
2008,LA,31911
2008,LA,30975
2008,LA,49290
2008,LA,73420
2008,LA,56000
2008,LA,59861
2008,LA,70092
2008,LA,58245
2008,LA,129084
2008,LA,208278
2008,LA,33333
2008,LA,78720
2008,LA,63521
2008,LA,80209
2008,LA,102695
2008,LA,96206
2008,LA,72859
2008,LA,160032
2008,LA,261096
2008,LA,85123
2008,LA,229587
2008,LA,149737
2008,LA,199932
2008,LA,57447
2008,LA,100153
2008,LA,113748
2008,LA,163536
2008,LA,166284
2008,LA,135981
2008,LA,173216
2008,LA,116483
2008,LA,53712
2008,LA,57220
2008,LA,25352
2008,LA,140976
2008,LA,93595
2008,LA,101734
2008,LA,126524
2008,LA,244276
2008,LA,312105
2008,LA,672522
2008,LA,173250
2008,LA,197189
2008,LA,187097
2008,LA,83430
2008,LA,217498
2008,LA,652840
2008,LA,406297
2008,LA,4176934
2008,LA,185411
2008,LA,2085230
2008,LA,1433000
2008,LA,522961
2008,LA,1221734
2008,LA,444478
2008,LA,3537502
2008,LA,160189
2008,LA,2211225
2008,LA,663491
2008,LA,1620198
2008,LA,718241
2008,LA,849419
2008,LA,450850
2008,LA,27552106
2008,LA,1574899
2008,LA,14543314
2008,LA,1034000
2008,LA,865227
2008,LA,457539
2008,LA,18246773
2008,LA,669067
2008,LA,5883967
2008,LA,2769000
2008,LA,2581574
2008,LA,115397
2008,LA,1320339
2008,LA,198438
2008,LA,1094940
2008,LA,206243
2009,LA,196288
2009,LA,148109
2009,LA,321948
2009,LA,161320
2009,LA,43327
2009,LA,43864
2009,LA,111884
2009,LA,93595
2009,LA,44343
2009,LA,101734
2009,LA,180870
2009,LA,126524
2009,LA,166497
2009,LA,244276
2009,LA,80134
2009,LA,312105
2009,LA,50000
2009,LA,666584
2009,LA,68431
2009,LA,150000
2009,LA,94405
2009,LA,173250
2009,LA,163257
2009,LA,197189
2009,LA,147993
2009,LA,187097
2009,LA,87978
2009,LA,1127236
2009,LA,83430
2009,LA,217498
2009,LA,252159
2009,LA,160537
2009,LA,263208
2009,LA,134683
2009,LA,291418
2009,LA,281336
2009,LA,197400
2009,LA,121819
2009,LA,85073
2009,LA,99238
2009,LA,33944
2009,LA,203776
2009,LA,145268
2009,LA,607032
2009,LA,112074
2009,LA,208645
2009,LA,209393
2009,LA,502142
2009,LA,176400
2009,LA,339530
2009,LA,62133
2009,LA,380884
2009,LA,161481
2009,LA,157093
2009,LA,125200
2009,LA,489656
2009,LA,85599
2009,LA,301902
2009,LA,538656
2009,LA,197204
2009,LA,383760
2009,LA,490057
2009,LA,83727
2009,LA,324101
2009,LA,481497
2009,LA,180507
2009,LA,102187
2009,LA,109842
2009,LA,144868
2009,LA,93689
2009,LA,128907
2009,LA,46292
2009,LA,91535
2009,LA,480201
2009,LA,20458
2009,LA,208528
2009,LA,39900
2009,LA,144622
2009,LA,177563
2009,LA,79735
2009,LA,122794
2009,LA,570084
2009,LA,135657
2009,LA,479078
2009,LA,93164
2009,LA,363456
2009,LA,97334
2009,LA,1237896
2009,LA,105305
2009,LA,162469
2009,LA,63418
2009,LA,136221
2009,LA,88673
2009,LA,61490
2009,LA,63661
2009,LA,113344
2009,LA,906748
2009,LA,166902
2009,LA,21000
2009,LA,35401
2009,LA,64496
2009,LA,100533
2009,LA,67998
2009,LA,136941
2009,LA,33040
2009,LA,97520
2009,LA,129868
2009,LA,59583
2009,LA,166213
2009,LA,114499
2009,LA,205675
2009,LA,233216
2009,LA,146178
2009,LA,176613
2009,LA,72905
2009,LA,66940
2009,LA,62092
2009,LA,35087
2009,LA,31911
2009,LA,30975
2009,LA,49290
2009,LA,73420
2009,LA,56000
2009,LA,59860
2009,LA,70092
2009,LA,208278
2009,LA,58244
2009,LA,129084
2009,LA,33333
2009,LA,63521
2009,LA,78720
2009,LA,80209
2009,LA,102695
2009,LA,96206
2009,LA,72859
2009,LA,160032
2009,LA,260685
2009,LA,224584
2009,LA,85123
2009,LA,199932
2009,LA,150084
2009,LA,100153
2009,LA,149737
2009,LA,111860
2009,LA,90898
2009,LA,161192
2009,LA,57447
2009,LA,162787
2009,LA,134360
2009,LA,170722
2009,LA,149952
2009,LA,116483
2009,LA,52452
2009,LA,56158
2009,LA,24547
2009,LA,664892
2009,LA,452663
2009,LA,4221451
2009,LA,185971
2009,LA,2336369
2009,LA,1797197
2009,LA,2308848
2009,LA,529115
2009,LA,1232245
2009,LA,494641
2009,LA,3596462
2009,LA,157502
2009,LA,2467285
2009,LA,667114
2009,LA,1636882
2009,LA,799652
2009,LA,868524
2009,LA,501794
2009,LA,28133015
2009,LA,1578248
2009,LA,16231176
2009,LA,1090045
2009,LA,34183994
2009,LA,873862
2009,LA,509378
2009,LA,17477719
2009,LA,812408
2009,LA,6561335
2009,LA,3089672
2009,LA,2302208
2009,LA,2607291
2009,LA,114940
2009,LA,1467512
2009,LA,198292
2009,LA,1098069
2009,LA,215648
2010,LA,68431
2010,LA,80134
2010,LA,163257
2010,LA,166497
2010,LA,180870
2010,LA,87978
2010,LA,147993
2010,LA,148109
2010,LA,94405
2010,LA,82901
2010,LA,44343
2010,LA,50000
2010,LA,111884
2010,LA,161320
2010,LA,196288
2010,LA,321948
2010,LA,43327
2010,LA,43864
2010,LA,60960
2010,LA,396240
2010,LA,85073
2010,LA,62133
2010,LA,125200
2010,LA,263208
2010,LA,291418
2010,LA,301902
2010,LA,252159
2010,LA,208320
2010,LA,33944
2010,LA,24698
2010,LA,176400
2010,LA,105305
2010,LA,91535
2010,LA,135657
2010,LA,161481
2010,LA,162469
2010,LA,83727
2010,LA,102187
2010,LA,166902
2010,LA,85599
2010,LA,112074
2010,LA,197189
2010,LA,197204
2010,LA,144795
2010,LA,93595
2010,LA,86461
2010,LA,197400
2010,LA,101734
2010,LA,144868
2010,LA,324101
2010,LA,126524
2010,LA,20458
2010,LA,490057
2010,LA,46292
2010,LA,50999
2010,LA,177563
2010,LA,109842
2010,LA,39900
2010,LA,312105
2010,LA,80000
2010,LA,79735
2010,LA,97334
2010,LA,144622
2010,LA,93164
2010,LA,150000
2010,LA,63418
2010,LA,244276
2010,LA,122794
2010,LA,173250
2010,LA,180507
2010,LA,78893
2010,LA,63661
2010,LA,281336
2010,LA,380884
2010,LA,367872
2010,LA,113344
2010,LA,157093
2010,LA,160537
2010,LA,460580
2010,LA,489656
2010,LA,208645
2010,LA,99238
2010,LA,570084
2010,LA,479078
2010,LA,1079593
2010,LA,136221
2010,LA,208528
2010,LA,480201
2010,LA,121819
2010,LA,148711
2010,LA,86297
2010,LA,128907
2010,LA,134683
2010,LA,203776
2010,LA,217498
2010,LA,306647
2010,LA,502142
2010,LA,21000
2010,LA,666584
2010,LA,59583
2010,LA,906748
2010,LA,146178
2010,LA,614352
2010,LA,233216
2010,LA,1252680
2010,LA,49290
2010,LA,481497
2010,LA,129868
2010,LA,538656
2010,LA,136941
2010,LA,66940
2010,LA,72905
2010,LA,209328
2010,LA,67998
2010,LA,33040
2010,LA,97520
2010,LA,208278
2010,LA,62092
2010,LA,58244
2010,LA,100533
2010,LA,129084
2010,LA,30975
2010,LA,33333
2010,LA,35087
2010,LA,70092
2010,LA,35401
2010,LA,63521
2010,LA,56000
2010,LA,78720
2010,LA,114499
2010,LA,166213
2010,LA,31911
2010,LA,64496
2010,LA,73420
2010,LA,59860
2010,LA,173105
2010,LA,102695
2010,LA,85123
2010,LA,154620
2010,LA,100153
2010,LA,57447
2010,LA,134360
2010,LA,149737
2010,LA,170722
2010,LA,96206
2010,LA,199932
2010,LA,80209
2010,LA,111860
2010,LA,89532
2010,LA,161192
2010,LA,72859
2010,LA,162787
2010,LA,160032
2010,LA,224584
2010,LA,260685
2010,LA,205092
2010,LA,24547
2010,LA,52452
2010,LA,56158
2010,LA,154584
2010,LA,116483
2010,LA,719375
2010,LA,450489
2010,LA,4552963
2010,LA,185411
2010,LA,2321535
2010,LA,2225972
2010,LA,572494
2010,LA,1331232
2010,LA,491553
2010,LA,3888100
2010,LA,156340
2010,LA,2450852
2010,LA,724474
2010,LA,1769651
2010,LA,793038
2010,LA,936022
2010,LA,499221
2010,LA,30533587
2010,LA,1584939
2010,LA,16203982
2010,LA,1203335
2010,LA,944339
2010,LA,506613
2010,LA,29782103
2010,LA,18135063
2010,LA,796776
2010,LA,6531447
2010,LA,3385486
2010,LA,2816938
2010,LA,114542
2010,LA,1461573
2010,LA,213942
2010,LA,1189081
2010,LA,236461
2010,LA,804912
2011,LA,80134
2011,LA,166497
2011,LA,180870
2011,LA,87978
2011,LA,147993
2011,LA,148109
2011,LA,94405
2011,LA,68431
2011,LA,163257
2011,LA,85226
2011,LA,44343
2011,LA,50000
2011,LA,111884
2011,LA,161320
2011,LA,196288
2011,LA,321948
2011,LA,43327
2011,LA,43864
2011,LA,58752
2011,LA,381888
2011,LA,85073
2011,LA,62133
2011,LA,125200
2011,LA,263208
2011,LA,291418
2011,LA,301902
2011,LA,252159
2011,LA,213908
2011,LA,33944
2011,LA,58692
2011,LA,176400
2011,LA,135657
2011,LA,91535
2011,LA,24698
2011,LA,161481
2011,LA,105305
2011,LA,102187
2011,LA,85599
2011,LA,112074
2011,LA,83727
2011,LA,144795
2011,LA,197204
2011,LA,197400
2011,LA,144868
2011,LA,324101
2011,LA,20458
2011,LA,46292
2011,LA,39900
2011,LA,177563
2011,LA,93164
2011,LA,97334
2011,LA,86461
2011,LA,63418
2011,LA,122794
2011,LA,180507
2011,LA,63661
2011,LA,666584
2011,LA,166902
2011,LA,197189
2011,LA,93595
2011,LA,101734
2011,LA,126524
2011,LA,79735
2011,LA,144622
2011,LA,50999
2011,LA,109842
2011,LA,312105
2011,LA,150000
2011,LA,173250
2011,LA,203776
2011,LA,208278
2011,LA,78893
2011,LA,58244
2011,LA,906748
2011,LA,129084
2011,LA,281336
2011,LA,33333
2011,LA,380884
2011,LA,70092
2011,LA,479078
2011,LA,71671
2011,LA,350880
2011,LA,78720
2011,LA,215017
2011,LA,162469
2011,LA,63521
2011,LA,21000
2011,LA,217498
2011,LA,59583
2011,LA,113344
2011,LA,102837
2011,LA,157093
2011,LA,146178
2011,LA,86297
2011,LA,233216
2011,LA,160537
2011,LA,49290
2011,LA,460580
2011,LA,129868
2011,LA,489656
2011,LA,136941
2011,LA,208645
2011,LA,66940
2011,LA,121819
2011,LA,72905
2011,LA,99238
2011,LA,67998
2011,LA,134683
2011,LA,33040
2011,LA,570084
2011,LA,97520
2011,LA,136221
2011,LA,62092
2011,LA,208528
2011,LA,100533
2011,LA,480201
2011,LA,30975
2011,LA,515262
2011,LA,35087
2011,LA,128907
2011,LA,35401
2011,LA,210151
2011,LA,336712
2011,LA,557632
2011,LA,31911
2011,LA,490057
2011,LA,64496
2011,LA,502142
2011,LA,73420
2011,LA,585972
2011,LA,59860
2011,LA,1195188
2011,LA,173105
2011,LA,34125
2011,LA,148711
2011,LA,306647
2011,LA,481497
2011,LA,538656
2011,LA,100153
2011,LA,85123
2011,LA,199932
2011,LA,102695
2011,LA,134360
2011,LA,145824
2011,LA,170722
2011,LA,57447
2011,LA,111860
2011,LA,149737
2011,LA,161192
2011,LA,96206
2011,LA,162787
2011,LA,160032
2011,LA,224584
2011,LA,260685
2011,LA,91725
2011,LA,72858
2011,LA,80209
2011,LA,58284
2011,LA,92400
2011,LA,144336
2011,LA,116483
2011,LA,599993
2011,LA,397096
2011,LA,3751835
2011,LA,184460
2011,LA,103759
2011,LA,2044277
2011,LA,2303702
2011,LA,478334
2011,LA,1110533
2011,LA,432982
2011,LA,3233871
2011,LA,157524
2011,LA,88607
2011,LA,2158007
2011,LA,605183
2011,LA,1479842
2011,LA,698297
2011,LA,781945
2011,LA,439499
2011,LA,25670180
2011,LA,1587045
2011,LA,892713
2011,LA,14225651
2011,LA,1234375
2011,LA,5000000
2011,LA,788189
2011,LA,446141
2011,LA,14913901
2011,LA,734728
2011,LA,413285
2011,LA,5754744
2011,LA,3416072
2011,LA,2346728
2011,LA,114126
2011,LA,64196
2011,LA,1287295
2011,LA,178606
2011,LA,998583
2011,LA,193927
2012,LA,28641
2012,LA,203774
2012,LA,150930
2012,LA,333375
2012,LA,166369
2012,LA,50932
2012,LA,50526
2012,LA,115653
2012,LA,88148
2012,LA,42871
2012,LA,45188
2012,LA,184325
2012,LA,170342
2012,LA,82292
2012,LA,69734
2012,LA,166522
2012,LA,50952
2012,LA,96205
2012,LA,89655
2012,LA,150818
2012,LA,275507
2012,LA,268222
2012,LA,314962
2012,LA,214160
2012,LA,86774
2012,LA,34623
2012,LA,153282
2012,LA,123539
2012,LA,114551
2012,LA,179760
2012,LA,63376
2012,LA,86461
2012,LA,164471
2012,LA,87231
2012,LA,127585
2012,LA,90177
2012,LA,307653
2012,LA,208557
2012,LA,420476
2012,LA,190583
2012,LA,64689
2012,LA,147687
2012,LA,358336
2012,LA,47174
2012,LA,112478
2012,LA,22212
2012,LA,93279
2012,LA,42732
2012,LA,187792
2012,LA,26815
2012,LA,129405
2012,LA,63723
2012,LA,129198
2012,LA,94939
2012,LA,103363
2012,LA,107311
2012,LA,94066
2012,LA,64626
2012,LA,64874
2012,LA,71427
2012,LA,59353
2012,LA,131666
2012,LA,221643
2012,LA,37667
2012,LA,86503
2012,LA,69239
2012,LA,32300
2012,LA,82941
2012,LA,66945
2012,LA,36075
2012,LA,60725
2012,LA,59037
2012,LA,102448
2012,LA,189335
2012,LA,120818
2012,LA,135919
2012,LA,69293
2012,LA,17726
2012,LA,139549
2012,LA,152834
2012,LA,33669
2012,LA,245180
2012,LA,99379
2012,LA,110087
2012,LA,132342
2012,LA,95380
2012,LA,60718
2012,LA,200951
2012,LA,343126
2012,LA,137787
2012,LA,118692
2012,LA,54569
2012,LA,272115
2012,LA,103674
2012,LA,162927
2012,LA,46316
2012,LA,247976
2012,LA,509503
2012,LA,193171
2012,LA,447403
2012,LA,63275
2012,LA,128937
2012,LA,35755
2012,LA,583083
2012,LA,21400
2012,LA,98907
2012,LA,31565
2012,LA,131932
2012,LA,32519
2012,LA,37825
2012,LA,50229
2012,LA,99114
2012,LA,74820
2012,LA,279949
2012,LA,61000
2012,LA,62101
2012,LA,34775
2012,LA,26750
2012,LA,358950
2012,LA,388277
2012,LA,256655
2012,LA,286698
2012,LA,366322
2012,LA,15813
2012,LA,79086
2012,LA,220547
2012,LA,171948
2012,LA,192033
2012,LA,318579
2012,LA,110072
2012,LA,113367
2012,LA,18904
2012,LA,157481
2012,LA,39234
2012,LA,205937
2012,LA,159955
2012,LA,115503
2012,LA,86981
2012,LA,96648
2012,LA,42752
2012,LA,106125
2012,LA,131601
2012,LA,212619
2012,LA,163083
2012,LA,167885
2012,LA,969250
2012,LA,265653
2012,LA,55836
2012,LA,161228
2012,LA,160089
2012,LA,161191
2012,LA,549430
2012,LA,50849
2012,LA,489601
2012,LA,58542
2012,LA,120843
2012,LA,74246
2012,LA,678949
2012,LA,50739
2012,LA,602987
2012,LA,103957
2012,LA,81223
2012,LA,212504
2012,LA,612599
2012,LA,138818
2012,LA,147375
2012,LA,81255
2012,LA,158768
2012,LA,101108
2012,LA,1207319
2012,LA,60070
2012,LA,550078
2012,LA,37297
2012,LA,69192
2012,LA,130033
2012,LA,118702
2012,LA,568255
2012,LA,108360
2012,LA,115513
2012,LA,166032
2012,LA,24207
2012,LA,444018
2012,LA,118007
2012,LA,32622
2012,LA,369255
2012,LA,93201
2012,LA,476492
2012,LA,209816
2012,LA,3232928
2012,LA,324899
2012,LA,1294260
2012,LA,2552872
2012,LA,430093
2012,LA,881699
2012,LA,289306
2012,LA,2506850
2012,LA,280045
2012,LA,1157201
2012,LA,456688
2012,LA,1210721
2012,LA,468842
2012,LA,656150
2012,LA,322235
2012,LA,20817250
2012,LA,2847783
2012,LA,8240993
2012,LA,1266439
2012,LA,705448
2012,LA,260502
2012,LA,10830104
2012,LA,1291505
2012,LA,1590094
2012,LA,3584653
2012,LA,1788835
2012,LA,203221
2012,LA,772472
2012,LA,164895
2012,LA,1053611
2012,LA,142236
2013,LA,20000
2013,LA,60718
2013,LA,166187
2013,LA,279229
2013,LA,375496
2013,LA,132342
2013,LA,497088
2013,LA,194341
2013,LA,100132
2013,LA,3191953
2013,LA,22212
2013,LA,42732
2013,LA,47174
2013,LA,64626
2013,LA,64874
2013,LA,87231
2013,LA,90177
2013,LA,94939
2013,LA,103363
2013,LA,147687
2013,LA,187792
2013,LA,208557
2013,LA,235852
2013,LA,1239071
2013,LA,2563587
2013,LA,48805
2013,LA,62577
2013,LA,217982
2013,LA,406748
2013,LA,468799
2013,LA,202512
2013,LA,7000
2013,LA,38000
2013,LA,31266
2013,LA,63723
2013,LA,94066
2013,LA,129198
2013,LA,129853
2013,LA,199054
2013,LA,50229
2013,LA,102448
2013,LA,104602
2013,LA,139549
2013,LA,343126
2013,LA,224489
2013,LA,59353
2013,LA,26815
2013,LA,107311
2013,LA,66945
2013,LA,84984
2013,LA,268222
2013,LA,275507
2013,LA,307653
2013,LA,314962
2013,LA,81755
2013,LA,147375
2013,LA,106150
2013,LA,114551
2013,LA,208746
2013,LA,64760
2013,LA,123742
2013,LA,152834
2013,LA,86983
2013,LA,126928
2013,LA,165525
2013,LA,172830
2013,LA,183038
2013,LA,46000
2013,LA,63376
2013,LA,127585
2013,LA,131666
2013,LA,961454
2013,LA,265927
2013,LA,33669
2013,LA,38777
2013,LA,287868
2013,LA,2551477
2013,LA,292080
2013,LA,182882
2013,LA,1131578
2013,LA,506677
2013,LA,1360907
2013,LA,488909
2013,LA,80000
2013,LA,669566
2013,LA,196203
2013,LA,21237602
2013,LA,1218407
2013,LA,1969448
2013,LA,7073089
2013,LA,1223134
2013,LA,63275
2013,LA,15650
2013,LA,115503
2013,LA,160639
2013,LA,700339
2013,LA,254361
2013,LA,161044
2013,LA,69734
2013,LA,79024
2013,LA,166522
2013,LA,170576
2013,LA,11108080
2013,LA,577320
2013,LA,790088
2013,LA,1589390
2013,LA,3741338
2013,LA,18843
2013,LA,28641
2013,LA,58542
2013,LA,179760
2013,LA,164471
2013,LA,208912
2013,LA,51209
2013,LA,162035
2013,LA,139504
2013,LA,213863
2013,LA,110599
2013,LA,37523
2013,LA,1764325
2013,LA,130501
2013,LA,712912
2013,LA,167082
2013,LA,87977
2013,LA,150818
2013,LA,149877
2013,LA,30399
2013,LA,60725
2013,LA,74820
2013,LA,1019255
2013,LA,95533
2013,LA,106505
2013,LA,153849
2013,LA,157151
2013,LA,218899
2013,LA,105000
2013,LA,144379
2013,LA,22431
2013,LA,24207
2013,LA,26750
2013,LA,30035
2013,LA,32622
2013,LA,34775
2013,LA,37825
2013,LA,43208
2013,LA,46316
2013,LA,54569
2013,LA,55836
2013,LA,62101
2013,LA,79086
2013,LA,81223
2013,LA,93201
2013,LA,98907
2013,LA,99806
2013,LA,101108
2013,LA,113367
2013,LA,115513
2013,LA,118007
2013,LA,120843
2013,LA,121116
2013,LA,130033
2013,LA,132868
2013,LA,137787
2013,LA,158768
2013,LA,171948
2013,LA,184420
2013,LA,212619
2013,LA,245180
2013,LA,258119
2013,LA,279949
2013,LA,318579
2013,LA,355815
2013,LA,358361
2013,LA,358948
2013,LA,369255
2013,LA,389906
2013,LA,444018
2013,LA,447403
2013,LA,513011
2013,LA,554191
2013,LA,572477
2013,LA,602987
2013,LA,617489
2013,LA,678949
2013,LA,977430
2013,LA,840903
2013,LA,33875
2013,LA,110394
2013,LA,61000
2013,LA,196633
2013,LA,88108
2013,LA,129405
2013,LA,190583
2013,LA,1046936
2013,LA,43193
2013,LA,45188
2013,LA,50952
2013,LA,88811
2013,LA,116488
2013,LA,167377
2013,LA,198311
2013,LA,336071
2013,LA,112478
2013,LA,123539
2013,LA,153282
2013,LA,214160
2013,LA,358336
2013,LA,159011
2013,LA,51357
2013,LA,74246
2013,LA,87608
2013,LA,105090
2013,LA,107139
2013,LA,163083
2013,LA,265653
2014,LA,20000
2014,LA,60718
2014,LA,279229
2014,LA,166187
2014,LA,375496
2014,LA,132342
2014,LA,465911
2014,LA,195228
2014,LA,100132
2014,LA,2999197
2014,LA,87231
2014,LA,208557
2014,LA,90177
2014,LA,147687
2014,LA,47174
2014,LA,42732
2014,LA,187792
2014,LA,94939
2014,LA,103363
2014,LA,64626
2014,LA,64874
2014,LA,22212
2014,LA,259310
2014,LA,1239310
2014,LA,2624776
2014,LA,53929
2014,LA,449180
2014,LA,69105
2014,LA,236546
2014,LA,463679
2014,LA,267357
2014,LA,38000
2014,LA,7000
2014,LA,63723
2014,LA,94066
2014,LA,129198
2014,LA,34815
2014,LA,238442
2014,LA,163930
2014,LA,102448
2014,LA,139549
2014,LA,343126
2014,LA,50229
2014,LA,104602
2014,LA,59353
2014,LA,107311
2014,LA,26815
2014,LA,84984
2014,LA,66945
2014,LA,289335
2014,LA,268222
2014,LA,307653
2014,LA,328397
2014,LA,147375
2014,LA,81755
2014,LA,233450
2014,LA,208746
2014,LA,64760
2014,LA,123742
2014,LA,152834
2014,LA,172830
2014,LA,86983
2014,LA,126928
2014,LA,165525
2014,LA,127585
2014,LA,47418
2014,LA,131666
2014,LA,890389
2014,LA,293141
2014,LA,33669
2014,LA,38777
2014,LA,287868
2014,LA,2540193
2014,LA,292848
2014,LA,207279
2014,LA,1216814
2014,LA,496233
2014,LA,1308352
2014,LA,480754
2014,LA,80000
2014,LA,653732
2014,LA,206609
2014,LA,20491516
2014,LA,1221323
2014,LA,2253006
2014,LA,7456547
2014,LA,1295313
2014,LA,63275
2014,LA,14858
2014,LA,115503
2014,LA,156847
2014,LA,667538
2014,LA,256473
2014,LA,184269
2014,LA,170576
2014,LA,79024
2014,LA,166522
2014,LA,69734
2014,LA,11326874
2014,LA,578472
2014,LA,902406
2014,LA,1937744
2014,LA,4014083
2014,LA,18692
2014,LA,27796
2014,LA,183530
2014,LA,58542
2014,LA,197489
2014,LA,180400
2014,LA,212711
2014,LA,226240
2014,LA,162035
2014,LA,51209
2014,LA,213863
2014,LA,139504
2014,LA,110599
2014,LA,38495
2014,LA,50135
2014,LA,1667347
2014,LA,143332
2014,LA,725195
2014,LA,182222
2014,LA,150818
2014,LA,87977
2014,LA,149877
2014,LA,30399
2014,LA,60725
2014,LA,74820
2014,LA,930170
2014,LA,119880
2014,LA,218899
2014,LA,106505
2014,LA,153849
2014,LA,157151
2014,LA,105000
2014,LA,143189
2014,LA,237313
2014,LA,678949
2014,LA,279949
2014,LA,130033
2014,LA,246652
2014,LA,358492
2014,LA,118007
2014,LA,81223
2014,LA,79086
2014,LA,62101
2014,LA,26750
2014,LA,37825
2014,LA,389906
2014,LA,836810
2014,LA,513803
2014,LA,104816
2014,LA,101108
2014,LA,212619
2014,LA,602987
2014,LA,258119
2014,LA,137787
2014,LA,98907
2014,LA,92169
2014,LA,54569
2014,LA,617489
2014,LA,180173
2014,LA,554191
2014,LA,444018
2014,LA,34775
2014,LA,572477
2014,LA,358361
2014,LA,171948
2014,LA,120843
2014,LA,115513
2014,LA,158768
2014,LA,24207
2014,LA,32622
2014,LA,447403
2014,LA,318579
2014,LA,46316
2014,LA,30035
2014,LA,369255
2014,LA,113367
2014,LA,55836
2014,LA,59037
2014,LA,136183
2014,LA,189695
2014,LA,43304
2014,LA,121332
2014,LA,133012
2014,LA,140884
2014,LA,207064
2014,LA,15000
2014,LA,110394
2014,LA,196633
2014,LA,61000
2014,LA,129405
2014,LA,190583
2014,LA,86461
2014,LA,1046936
2014,LA,198311
2014,LA,336071
2014,LA,167377
2014,LA,116488
2014,LA,45188
2014,LA,50952
2014,LA,43193
2014,LA,88811
2014,LA,373125
2014,LA,623145
2014,LA,159011
2014,LA,24345
2014,LA,107139
2014,LA,74246
2014,LA,163083
2014,LA,265653
2014,LA,51357
2014,LA,87608
2014,LA,105090
2015,LA,172902
2015,LA,293884
2015,LA,393682
2015,LA,60718
2015,LA,20000
2015,LA,132342
2015,LA,82000
2015,LA,438950
2015,LA,167201
2015,LA,2912648
2015,LA,192859
2015,LA,107179
2015,LA,87231
2015,LA,94629
2015,LA,23463
2015,LA,43616
2015,LA,64626
2015,LA,64874
2015,LA,147687
2015,LA,202515
2015,LA,267338
2015,LA,1054506
2015,LA,2538685
2015,LA,237134
2015,LA,70545
2015,LA,51913
2015,LA,458540
2015,LA,444416
2015,LA,31497
2015,LA,129198
2015,LA,98460
2015,LA,166894
2015,LA,230318
2015,LA,102448
2015,LA,50229
2015,LA,108464
2015,LA,139549
2015,LA,238514
2015,LA,175188
2015,LA,198335
2015,LA,59353
2015,LA,91666
2015,LA,28325
2015,LA,107311
2015,LA,89193
2015,LA,510000
2015,LA,328397
2015,LA,289335
2015,LA,82153
2015,LA,233448
2015,LA,210178
2015,LA,129765
2015,LA,64760
2015,LA,152834
2015,LA,81506
2015,LA,119016
2015,LA,65600
2015,LA,127585
2015,LA,131666
2015,LA,858352
2015,LA,222531
2015,LA,39158
2015,LA,289050
2015,LA,2421224
2015,LA,300504
2015,LA,226424
2015,LA,1055157
2015,LA,464693
2015,LA,1260258
2015,LA,447301
2015,LA,80912
2015,LA,635510
2015,LA,229300
2015,LA,19736218
2015,LA,2379318
2015,LA,6515936
2015,LA,1314327
2015,LA,14858
2015,LA,11215857
2015,LA,115503
2015,LA,1249823
2015,LA,646778
2015,LA,230752
2015,LA,187389
2015,LA,79024
2015,LA,170576
2015,LA,11321170
2015,LA,589644
2015,LA,1009639
2015,LA,1857185
2015,LA,3911848
2015,LA,44747
2015,LA,66730
2015,LA,50952
2015,LA,179236
2015,LA,131045
2015,LA,58542
2015,LA,180400
2015,LA,222160
2015,LA,162465
2015,LA,51393
2015,LA,93963
2015,LA,140196
2015,LA,215236
2015,LA,111116
2015,LA,1555872
2015,LA,148622
2015,LA,619682
2015,LA,183823
2015,LA,238291
2015,LA,149877
2015,LA,920118
2015,LA,121404
2015,LA,157749
2015,LA,110693
2015,LA,181905
2015,LA,227011
2015,LA,162911
2015,LA,139190
2015,LA,505679
2015,LA,2370112
2015,LA,210112
